エレベーターID,更新日,契約状況,台数,地区,契約日,保守開始月,現場区分,管理番号,旧管理番号,入札判定,契約方式,請求サイクル　数字,契約金額,点検者制約（資格者等）,現場名,現場名ﾌﾘｶﾞﾅ,現場郵便番号,現場住所,マップ,現場TEL,現場FAX,昇降機種別,その他(種別),メーカー,その他(メーカー),機種,旧機種,部品供給停止予定,照明LED化完了日,巻上機型式,駆動方式,その他(駆動方式),製造年月日,リニューアル施工年月,MFG番号,定員,その他(定員),積載,その他(積載),速度,その他(速度),停止階床,遠隔監視種別,遠隔監視装置　回線種別,遠隔監視装置　回線番号,egsコード,点検サイクル,検査有効月,検査実施月,整理番号,契約者,契約者ﾌﾘｶﾞﾅ,契約者（役職名）,契約者（法人）代表者名,契約者（法人）代表者名ﾌﾘｶﾞﾅ,契約者郵便番号,契約者住所,契約者TEL,契約者FAX,報告書郵送先,請求サイクル,所有者,所有者ﾌﾘｶﾞﾅ,所有者郵便番号,所有者住所,所有者TEL,所有者FAX,管理者,管理者ﾌﾘｶﾞﾅ,管理者郵便番号,管理者住所,管理者TEL,管理者FAX,備考,点検連絡など担当者、報告書,鍵保管場所
E-000000726,2025/7/29 11:37,契約中,1,長崎,,2016年2月,自社,N42-0300,107-0467-01,一般,SP,1,19000,制約なし,ナイトピア浜口,ﾅｲﾄﾋﾟｱﾊﾏｸﾞﾁ,852-8107,長崎県長崎市浜口町3-22,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92852-8107%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E6%B5%9C%E5%8F%A3%E7%94%BA3-22&ppois=32.769466760176336_129.86461989783413_%E3%80%92852-8107%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E6%B5%9C%E5%8F%A3%E7%94%BA3-22_~&cp=32.769467~129.86462&v=2&sV=1&FORM=MIRE&qpvt=%e9%95%b7%e5%b4%8e%e7%9c%8c%e9%95%b7%e5%b4%8e%e5%b8%82%e6%b5%9c%e5%8f%a3%e7%94%ba3-22,,,油圧式エレベーター,,三菱,,HVE,,,,,油圧式,,1980/11/1,,G7417,6人,,450㎏,,45m/min,,4st,,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",10月,未定,0001-00590,株式会社福徳不動産,ｶﾌﾞｼｷｶｲｼｬﾌｸﾄｸﾌﾄﾞｳｻﾝ,,,,850-0037,長崎県長崎市金屋町1-17,095-828-4775,095-828-3270,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",一般社団法人スリーラック,ｲｯﾊﾟﾝｼｬﾀﾞﾝﾎｳｼﾞﾝｽﾘｰﾗｯｸ,859-0401,長崎県諫早市多良見町化屋１８９５,,,株式会社福徳不動産,ｶﾌﾞｼｷｶｲｼｬﾌｸﾄｸﾌﾄﾞｳｻﾝ,850-0037,長崎県長崎市金屋町１－１７,095-828-4775,095-828-3270,,,
E-000000727,2025/7/29 11:37,契約中,1,長崎,,2018年11月,自社,N42-0316,107-0480-01,一般,SPV,1,17000,制約なし,アレーゼ千歳町,ｱﾚｰｾﾞﾁﾄｾﾏﾁ,852-8135,長崎県長崎市千歳町15-7,"https://www.google.co.jp/maps/place/%E3%82%A2%E3%83%AC%E3%83%BC%E3%82%BC%E5%8D%83%E6%AD%B3%E7%94%BA/@32.790902,129.8619494,17z/data=!3m1!4b1!4m6!3m5!1s0x356aace42318d00d:0xfc8042f747f14ddf!8m2!3d32.7908975!4d129.8645243!16s%2Fg%2F11c2j__0g8?entry=ttu",,,ルームレスエレベーター,,三菱,,VFGLB,,,,,ルームレス,,2016/5/1,,EGL54301,6人,,450㎏,,60m/min,,7st,,,093-289-5696,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",5月,4月,0001-03289,合同会社CARPE　DIEM,ｺﾞｳﾄﾞｳｶｲｼｬｶﾙﾍﾟﾃﾞｨｴﾑ,,,,852-8136,長崎県長崎市家野町19-10号,095-856-4860,095-856-4860,株式会社プレイス不動産長崎,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",合同会社ＣＡＲＰＥ　ＤＩＥＭ,ｺﾞｳﾄﾞｳｶｲｼｬｶﾙﾍﾟﾃﾞｨｴﾑ,852-8136,長崎県長崎市家野町１９－１０号,095-856-4860,095-856-4860,株式会社プレイス不動産長崎,ﾌﾟﾚｲｽﾌﾄﾞｳｻﾝﾅｶﾞｻｷ,850-0045,長崎県長崎市宝町３－１－２０１号,095-818-8806,095-818-8809,,,
E-000000728,2025/7/29 11:37,契約中,1,長崎,,2016年2月,自社,N42-0301,107-0468-01,一般,SPVC,1,16500,制約なし,ジェーナスラッキーマンション　１号機,ｼﾞｪｰﾅｽﾗｯｷｰﾏﾝｼｮﾝ,850-0852,長崎県長崎市万屋町2-21,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92850-0852%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E4%B8%87%E5%B1%8B%E7%94%BA2-21&ppois=32.74586341536766_129.87879723064447_%E3%80%92850-0852%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E4%B8%87%E5%B1%8B%E7%94%BA2-21_~&cp=32.745863~129.878797&v=2&sV=1&FORM=MIRE&qpvt=%e9%95%b7%e5%b4%8e%e7%9c%8c%e9%95%b7%e5%b4%8e%e5%b8%82%e4%b8%87%e5%b1%8b%e7%94%ba2-21,095-825-3795,,ロープ式エレベーター,,三菱,,VFGLBRN,,,,,ロープ式,,2015/1/1,,M-ZGU99,6人,,450㎏,,60m/min,,9st,VESⅢ,,070-5609-6171,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",7月,未定,0001-00637,ジェーナスラッキーマンション管理組合,ｼﾞｪｰﾅｽﾗｯｷｰﾏﾝｼｮﾝｶﾝﾘｸﾐｱｲ,,,,850-0852,長崎県長崎市万屋町2-21,095-826-7123,,現場管理人,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",ジェーナスラッキー管理組合,ｼﾞｪｰﾅｽﾗｯｷｰｶﾝﾘｸﾐｱｲ,850-0852,長崎県長崎市万屋町２－２１,095-826-7123,,株式会社長崎ガードシステム,ｶﾌﾞｼｷｶｲｼｬﾅｶﾞｻｷｶﾞｰﾄﾞｼｽﾃﾑ,850-0037,長崎県長崎市金屋町４－５　第一昭成レジデンス２Ｆ,095-825-3795,095-825-425,,,
E-000000729,2025/7/29 11:37,契約中,1,長崎,,2016年2月,自社,N42-0302,107-0468-02,一般,SPVC,1,16500,制約なし,ジェーナスラッキーマンション　２号機,ｼﾞｪｰﾅｽﾗｯｷｰﾏﾝｼｮﾝ,850-0852,長崎県長崎市万屋町2-21,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92850-0852%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E4%B8%87%E5%B1%8B%E7%94%BA2-21&ppois=32.74586341536766_129.87879723064447_%E3%80%92850-0852%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E4%B8%87%E5%B1%8B%E7%94%BA2-21_~&cp=32.745863~129.878797&v=2&sV=1&FORM=MIRE&qpvt=%e9%95%b7%e5%b4%8e%e7%9c%8c%e9%95%b7%e5%b4%8e%e5%b8%82%e4%b8%87%e5%b1%8b%e7%94%ba2-21,095-825-3795,,ロープ式エレベーター,,三菱,,VFGLBRN,,,,,ロープ式,,2015/1/1,,M-ZGU99,6人,,450㎏,,60m/min,,9st,VESⅢ,,070-5609-6171,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",7月,未定,0001-00638,ジェーナスラッキー管理組合,ｼﾞｪｰﾅｽﾗｯｷｰｶﾝﾘｸﾐｱｲ,,,,850-0852,長崎県長崎市万屋町２－２１,095-826-7123,,現場管理人,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",ジェーナスラッキー管理組合,ｼﾞｪｰﾅｽﾗｯｷｰｶﾝﾘｸﾐｱｲ,850-0852,長崎県長崎市万屋町２－２１,095-826-7123,,株式会社長崎ガードシステム,ｶﾌﾞｼｷｶｲｼｬﾅｶﾞｻｷｶﾞｰﾄﾞｼｽﾃﾑ,850-0037,長崎県長崎市金屋町４－５　第一昭成レジデンス２Ｆ,095-825-3795,095-825-425,,,
E-000000730,2025/7/29 11:37,契約中,1,長崎,,2016年2月,自社,N42-0303,107-0469-01,一般,SPV,1,20000,制約なし,星光第２ビル,ｾｲｺｳﾀﾞｲﾆﾋﾞﾙ,852-8117,長崎県長崎市平野町10-26,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92852-8117%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E5%B9%B3%E9%87%8E%E7%94%BA10-26&ppois=32.770191697637_129.8650476032259_%E3%80%92852-8117%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E5%B9%B3%E9%87%8E%E7%94%BA10-26_~&cp=32.770192~129.865048&v=2&sV=1&FORM=MIRE&qpvt=852-8117%e3%80%80%e9%95%b7%e5%b4%8e%e7%9c%8c%e9%95%b7%e5%b4%8e%e5%b8%82%e5%b9%b3%e9%87%8e%e7%94%ba10-26,070-5483-8765,,ロープ式エレベーター,,東芝,,CV16,,,,,ロープ式,,1981/3/1,,DG00462DV102,6人,,450㎏,,60m/min,,5st,VESⅢ,LTE,093-287-9133,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",10月,未定,0001-00626,橋本直裕,ﾊｼﾓﾄﾅｵﾋﾛ,,,,852-8132,長崎県長崎市扇町25-10-2F,070-5483-8765,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",橋本直裕,ﾊｼﾓﾄﾅｵﾋﾛ,852-8132,長崎県長崎市扇町２５－１０－２Ｆ,070-5483-8765,,橋本直裕,ﾊｼﾓﾄﾅｵﾋﾛ,852-8132,長崎県長崎市扇町２５－１０－２Ｆ,070-5483-8765,,,,
E-000000731,2025/7/29 11:37,契約中,1,長崎,,2016年10月,自社,N42-0315,107-0479-01,一般,SPV,1,16000,制約なし,浜町ハッピービル,ﾊﾏﾏﾁﾊｯﾋﾟｰﾋﾞﾙ,850-0841,長崎県長崎市銅座町4-19,"https://www.google.co.jp/maps/@32.7436668,129.876052,3a,75y,138.57h,90t/data=!3m7!1e1!3m5!1syuYkoB2ISFDA3nII8JJD_w!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DyuYkoB2ISFDA3nII8JJD_w%26cb_client%3Dsearch.gws-prod.gps%26w%3D360%26h%3D120%26yaw%3D138.57474%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",,,ロープ式エレベーター,,三菱,,ACE2LE,,2018年9月,,,ロープ式,,1980/8/1,,G7208,6人,,450㎏,,60m/min,,5st,,,093-289-5668,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",7月,未定,0001-00574,窄口博,ｻｺｸﾞﾁﾋﾛｼ,,,,852-8008,長崎県長崎市曙町28-41,090-7461-5549,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",窄口博,ｻｺｸﾞﾁﾋﾛｼ,852-8008,長崎県長崎市曙町２８－４１,090-7461-5549,,三枝建設,,851-2105,長崎県西彼杵郡時津町浦郷１０２－１,090-3073-9153,,,,
E-000000732,2025/7/29 11:37,契約中,1,長崎,,2016年5月,自社,N42-0309,107-0473-01,一般,YP4V,1,11400,制約なし,リファレンス銅座ビル,ﾘﾌｧﾚﾝｽﾄﾞｳｻﾞﾋﾞﾙ,850-0841,長崎県長崎市銅座町13-6,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92850-0841%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E9%8A%85%E5%BA%A7%E7%94%BA13-6&ppois=32.74282205981716_129.87790850739833_%E3%80%92850-0841%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E9%95%B7%E5%B4%8E%E5%B8%82%E9%8A%85%E5%BA%A7%E7%94%BA13-6_~&cp=32.742822~129.877909&v=2&sV=1&FORM=MIRE&qpvt=%e9%95%b7%e5%b4%8e%e7%9c%8c%e9%95%b7%e5%b4%8e%e5%b8%82%e9%8a%85%e5%ba%a7%e7%94%ba13-6,095-895-8640,,ロープ式エレベーター,,三菱,,他社リニューアル,不明,,,,ロープ式,,,,,6人,,450㎏,,,,5st,egs,LTE,7074018216,6,"2月	5月	8月	11月",11月,未定,0001-00429,相部広告株式会社,ｱｲﾍﾞｺｳｺｸｶﾌﾞｼｷｶｲｼｬ,,,,825-0002,福岡県田川市伊田3504,0947-44-3498,0947-44-9745,株式会社リノプロテック内株式会社リファレンス,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",相部広告株式会社,ｱｲﾍﾞｺｳｺｸｶﾌﾞｼｷｶｲｼｬ,825-0002,福岡県田川市伊田３５０４,0947-44-3498,0947-44-9745,株式会社リファレンス長崎支店,ｶﾌﾞｼｷｶｲｼｬﾘﾌｧﾚﾝｽﾅｶﾞｻｷｼﾃﾝ,850-0852,長崎県長崎市万屋町５－１９,095-895-8640,095-895-8641,,ご担当者様　リノプロテック　山田様　092-260-3533,
E-000000733,2025/7/29 11:37,契約中,1,長崎,,2020年3月,自社,N42-0310,107-0474-01,一般,YP2,1,9000,制約なし,ドリームマンション,ﾄﾞﾘｰﾑﾏﾝｼｮﾝ,850-8008,長崎県長崎市曙町12-7,"https://www.google.co.jp/maps/@32.7541017,129.8616104,3a,75y,7.5h,98.62t/data=!3m10!1e1!3m8!1sltupe9_7xLq1mPzFq95c2A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dltupe9_7xLq1mPzFq95c2A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D357.95972%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!9m2!1b1!2i41?entry=ttu",,,ルームレスエレベーター,,フジテック,,エクシオール,,,,,ルームレス,,2014/1/1,,EJA3455,6人,,450㎏,,45m/min,,5st,,,,,"3月	9月",9月,未定,0001-03217,松山　稔,ﾏﾂﾔﾏﾐﾉﾙ,,,,851-0133,長崎県長崎市矢上町33-15-203,080-1702-2553,,松山　稔,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",松山　稔,ﾏﾂﾔﾏﾐﾉﾙ,851-0133,長崎県長崎市矢上町３３－１５－２０３,080-1702-2553,,松山　稔,ﾏﾂﾔﾏﾐﾉﾙ,851-0133,長崎県長崎市矢上町３３－１５－２０３,080-1702-2553,,,,
E-000000734,2025/7/29 11:37,契約中,1,長崎,,2023年8月,自社,N42-0676,107-1000-01,一般,SM,1,29000,制約なし,三浦産婦人科,ﾐｳﾗｻﾝﾌｼﾞﾝｶ,851-2104,長崎県西彼杵郡時津町野田郷25-1,"https://www.google.co.jp/maps/place/%E3%80%92851-2104+%E9%95%B7%E5%B4%8E%E7%9C%8C%E8%A5%BF%E5%BD%BC%E6%9D%B5%E9%83%A1%E6%99%82%E6%B4%A5%E7%94%BA%E9%87%8E%E7%94%B0%E9%83%B7%EF%BC%92%EF%BC%95%E2%88%92%EF%BC%91/@32.8269117,129.8449281,17z/data=!3m1!4b1!4m6!3m5!1s0x356aadb9d928edd7:0x475d0b21d43c6218!8m2!3d32.8269117!4d129.847503!16s%2Fg%2F11clqht4h1?entry=ttu",095-882-7000,,油圧式エレベーター,,三菱,,HVE-G,,,,,油圧式,,1986/8/1,,H1-826,5人,,350kg,,,,3st,,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",9月,未定,0398-00577,有限会社ハーバード社,ﾊｰﾊﾞｰﾄﾞｼｬ,,,,851-2104,長崎県西彼杵郡時津町野田郷25-1,095-882-7000,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",医療法人社団清巒会　三浦産婦人科,ﾐｳﾗｻﾝﾌｼﾞﾝｶ,851-2104,長崎県西彼杵郡時津町野田郷２５－１,,,有限会社ハーバード社,ﾊｰﾊﾞｰﾄﾞｼｬ,851-2104,長崎県西彼杵郡時津町野田郷２５－１,,,,,
E-000000735,2025/7/29 11:37,契約中,1,長崎,,2023年5月,自社,N42-0275,107-0434-01,入札,SPV,1,6800,資格者1名,鈴田出張所,ｽｽﾞﾀｼｭｯﾁｮｳｼｮ,856-0845,長崎県大村市大里町33-2,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92856-0845%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%A4%A7%E6%9D%91%E5%B8%82%E5%A4%A7%E9%87%8C%E7%94%BA33-2&ppois=32.88941602738937_129.99215002989038_%E3%80%92856-0845%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%A4%A7%E6%9D%91%E5%B8%82%E5%A4%A7%E9%87%8C%E7%94%BA33-2_~&cp=32.889416~129.99215&v=2&sV=1&FORM=MIRE&qpvt=%e9%95%b7%e5%b4%8e%e7%9c%8c%e5%a4%a7%e6%9d%91%e5%b8%82%e5%a4%a7%e9%87%8c%e7%94%ba33-2,0957-52-2023,0957-27-3325,ルームレスエレベーター,,フジテック,,エクシオール,,,,,ルームレス,,2012/2/1,,EHA8052,11人,,750㎏,,45m/min,,2st,VESPlus,LTE,070-1371-1030,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",11月,未定,1866-02331,大村市役所,ｵｵﾑﾗｼﾔｸｼｮ,,,,856-8686,長崎県大村市玖島1-25,0957-43-4111,0957-53-5297,,"1月	2月	3月	5月	6月	7月	8月	9月	10月	11月	12月",大村市役所地域げんき課,ｵｵﾑﾗｼﾔｸｼｮﾁｲｷｹﾞﾝｷｶ,856-8686,長崎県大村市玖島１－２５,0957-43-4111,0957-53-5297,鈴田出張所,ｽｽﾞﾀｼｭｯﾁｮｳｼｮ,856-0845,長崎県大村市大里町３３－２,0957-52-2023,0957-27-3325,"2025.5末まで　4,900(月額・税抜き)",,
E-000000736,2025/7/29 11:37,契約中,1,長崎,,2023年5月,自社,N42-0276,107-0435-01,入札,SPV,1,6800,資格者1名,竹松出張所,ﾀｹﾏﾂｼｭｯﾁｮｳｼｮ,856-0804,長崎県大村市大川田町417-1,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92856-0804%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%A4%A7%E6%9D%91%E5%B8%82%E5%A4%A7%E5%B7%9D%E7%94%B0%E7%94%BA417-1&ppois=32.94343576187098_129.94713797932485_%E3%80%92856-0804%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%A4%A7%E6%9D%91%E5%B8%82%E5%A4%A7%E5%B7%9D%E7%94%B0%E7%94%BA417-1_~&cp=32.943436~129.947138&v=2&sV=1&FORM=MIRE&qpvt=%e9%95%b7%e5%b4%8e%e7%9c%8c%e5%a4%a7%e6%9d%91%e5%b8%82%e5%a4%a7%e5%b7%9d%e7%94%b0%e7%94%ba417-1,0957-55-8314,0957-27-4012,ルームレスエレベーター,,フジテック,,エクシオール,,,,,ルームレス,,2013/2/13,,EHA9773,11人,,750㎏,,45m/min,,2st,VESPlus,LTE,080-7993-8865,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",11月,未定,1916-02400,大村市役所,ｵｵﾑﾗｼﾔｸｼｮ,,,,856-8686,長崎県大村市玖島1-25,0957-43-4111,0957-53-5297,,"1月	2月	3月	5月	6月	7月	8月	9月	10月	11月	12月",大村市役所地域げんき課,ｵｵﾑﾗｼﾔｸｼｮﾁｲｷｹﾞﾝｷｶ,856-8686,長崎県大村市玖島１－２５,0957-43-4111,0957-53-5297,竹松出張所,ﾀｹﾏﾂｼｭｯﾁｮｳｼｮ,856-0832,長崎県大村市大川田町４１７－１,0957-55-8314,0957-27-4012,"2025.5末まで　4,900(月額・税抜き)",,
E-000000737,2025/7/29 11:37,契約中,1,長崎,,2023年5月,自社,N42-0277,107-0436-01,入札,SPV,1,6800,資格者1名,福重出張所,ﾌｸｼｹﾞｼｭｯﾁｮｳｼｮ,856-0802,長崎県大村市皆同町512-2,https://www.bing.com/maps?&mepi=23~~TopOfPage~LargeMapLink&ty=18&q=%E3%80%92856-0802%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%A4%A7%E6%9D%91%E5%B8%82%E7%9A%86%E5%90%8C%E7%94%BA512-2&ppois=32.960484250538386_129.9480210549428_%E3%80%92856-0802%20%E9%95%B7%E5%B4%8E%E7%9C%8C%E5%A4%A7%E6%9D%91%E5%B8%82%E7%9A%86%E5%90%8C%E7%94%BA512-2_~&cp=32.960484~129.948021&v=2&sV=1&FORM=MIRE&qpvt=%e9%95%b7%e5%b4%8e%e7%9c%8c%e5%a4%a7%e6%9d%91%e5%b8%82%e7%9a%86%e5%90%8c%e7%94%ba512-2,0957-55-8614,0957-27-4013,ルームレスエレベーター,,フジテック,,エクシオール,,,,,ルームレス,,2012/2/12,,EHA8053,11人,,750㎏,,45m/min,,2st,VESPlus,LTE,080-7283-9724,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",11月,未定,1864-02329,大村市役所,ｵｵﾑﾗｼﾔｸｼｮ,,,,856-8686,長崎県大村市玖島1-25,0957-43-4111,0957-53-5297,,"1月	2月	3月	5月	6月	7月	8月	9月	10月	11月	12月",大村市役所地域げんき課,ｵｵﾑﾗｼﾔｸｼｮﾁｲｷｹﾞﾝｷｶ,856-8686,長崎県大村市玖島１－２５,0957-43-4111,0957-53-5297,福重出張所,ﾌｸｼｹﾞｼｭｯﾁｮｳｼｮ,856-0832,長崎県大村市皆同町５１２－２,0957-55-8614,0957-27-4013,"2025.5末まで　4,900(月額・税抜き)",,
E-000000738,2025/7/4 9:43,解約,0,長崎,,2020年4月,自社,N42-0449,107-0598-01,一般,SP,1,25000,制約なし,【解約】長崎市平和公園駐車場　１号機,ﾅｶﾞｻｷｼﾍｲﾜｺｳｴﾝﾁｭｳｼｬｼﾞｮｳ ｲﾁｺﾞｳｷ,852-8115,長崎県長崎市岡町8-13,"https://www.google.co.jp/maps/@32.7772049,129.8631318,3a,75y,156.26h,108.94t/data=!3m6!1e1!3m4!1s6etePXVgPpyJEsIcWHjK6A!2e0!7i16384!8i8192?entry=ttu",,,ルームレスエレベーター,,三菱,,VFGLB,,,,,ルームレス,,2023/12/1,,E-2G-C10,15人,,1000kg,,60m/min,,2st,,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",10月,未定,,株式会社司コーポレーション,ﾂｶｻｺｰﾎﾟﾚｰｼｮﾝ,,,,850-0042,長崎県長崎市御船蔵町6-3,095-827-2330,095-827-3775,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,司コーポレーション,ﾂｶｻｺｰﾎﾟﾚｰｼｮﾝ,850-0042,長崎県長崎市御船蔵町６－３,095-827-2330,095-827-3775,2025.3.31解約,,
E-000000739,2025/7/4 9:43,解約,0,長崎,,2020年4月,自社,N42-0450,107-0598-02,一般,SP,1,25000,制約なし,【解約】長崎市平和公園駐車場　２号機,ﾅｶﾞｻｷｼﾍｲﾜｺｳｴﾝﾁｭｳｼｬｼﾞｮｳ ﾆｺﾞｳｷ,852-8115,長崎県長崎市岡町8-13,"https://www.google.co.jp/maps/@32.7772049,129.8631318,3a,75y,156.26h,108.94t/data=!3m6!1e1!3m4!1s6etePXVgPpyJEsIcWHjK6A!2e0!7i16384!8i8192?entry=ttu",,,ルームレスエレベーター,,三菱,,VFGLB,,,,,ルームレス,,1994/2/1,2024年1月,E-2G-C10,15人,,1000kg,,60m/min,,2st,,,,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",10月,未定,,株式会社司コーポレーション,ﾂｶｻｺｰﾎﾟﾚｰｼｮﾝ,,,,850-0042,長崎県長崎市御船蔵町6-3,095-827-2330,095-827-3775,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",,,,,,,司コーポレーション,ﾂｶｻｺｰﾎﾟﾚｰｼｮﾝ,850-0042,長崎県長崎市御船蔵町６－３,095-827-2330,095-827-3775,2025.3.31解約,,
E-000000740,2025/7/29 11:37,契約中,1,長崎,,2020年4月,自社,N42-0441,107-0593-01,一般,YP6,1,15000,制約なし,ビジネス観光ホテルいけだ,ﾋﾞｼﾞﾈｽｶﾝｺｳﾎﾃﾙｲｹﾀﾞ,850-0036,長崎県長崎市五島町6-23,"https://www.google.co.jp/maps/place/%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E8%A6%B3%E5%85%89%E3%83%9B%E3%83%86%E3%83%AB%E3%81%84%E3%81%91%E3%81%A0/@32.7488058,129.8708229,17z/data=!3m1!4b1!4m9!3m8!1s0x3515533eaa3e2ee1:0xe8eddfe4cfac1b69!5m2!4m1!1i2!8m2!3d32.7488013!4d129.8733978!16s%2Fg%2F1tdm1hbp?entry=ttu",,,ロープ式エレベーター,,三菱,,VFGLBRN,,,,,ロープ式,,2013/8/1,,ZG-N30,6人,,450㎏,,,,5st,,,,,"2月	4月	6月	8月	10月	12月",8月,未定,0001-00458,合同会社サンライズ,ｺﾞｳﾄﾞｳｶｲｼｬｻﾝﾗｲｽﾞ,,,,850-0036,長崎県長崎市五島町6-23,090-8769-0594,095-824-3790,,"1月	2月	3月	4月	5月	6月	7月	8月	9月	10月	11月	12月",合同会社サンライズ,ｺﾞｳﾄﾞｳｶｲｼｬｻﾝﾗｲｽﾞ,850-0036,長崎県長崎市五島町６－２３,090-8769-0594,095-824-3790,合同会社サンライズ,ｺﾞｳﾄﾞｳｶｲｼｬｻﾝﾗｲｽﾞ,850-0036,長崎県長崎市五島町６－２３,090-8769-0594,095-824-3790,,,
